Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"QC","Crops","214","China, Taiwan Province of","5510","Production","289","Sesame seed","2018","2018","tonnes","1886"
"QC","Crops","214","China, Taiwan Province of","5510","Production","789","Sisal","2018","2018","tonnes","3"
"QC","Crops","214","China, Taiwan Province of","5510","Production","83","Sorghum","2018","2018","tonnes","2329"
"QC","Crops","214","China, Taiwan Province of","5510","Production","236","Soybeans","2018","2018","tonnes","4404"
"QC","Crops","214","China, Taiwan Province of","5510","Production","373","Spinach","2018","2018","tonnes",""
"QC","Crops","214","China, Taiwan Province of","5510","Production","544","Strawberries","2018","2018","tonnes","8810"
"QC","Crops","214","China, Taiwan Province of","5510","Production","423","String beans","2018","2018","tonnes","10789"
"QC","Crops","214","China, Taiwan Province of","5510","Production","156","Sugar cane","2018","2018","tonnes","621871"
"QC","Crops","214","China, Taiwan Province of","5510","Production","267","Sunflower seed","2018","2018","tonnes",""
"QC","Crops","214","China, Taiwan Province of","5510","Production","122","Sweet potatoes","2018","2018","tonnes","236266"
"QC","Crops","214","China, Taiwan Province of","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","178204"
"QC","Crops","214","China, Taiwan Province of","5510","Production","136","Taro (cocoyam)","2018","2018","tonnes","42274"
"QC","Crops","214","China, Taiwan Province of","5510","Production","667","Tea","2018","2018","tonnes","14738"
"QC","Crops","214","China, Taiwan Province of","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","1177"
"QC","Crops","214","China, Taiwan Province of","5510","Production","388","Tomatoes","2018","2018","tonnes","108082"
"QC","Crops","214","China, Taiwan Province of","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","1014460"
"QC","Crops","214","China, Taiwan Province of","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","84490"
"QC","Crops","214","China, Taiwan Province of","5510","Production","567","Watermelons","2018","2018","tonnes","220846"
"QC","Crops","214","China, Taiwan Province of","5510","Production","15","Wheat","2018","2018","tonnes","6724"
"QC","Crops","79","Germany","5510","Production","515","Apples","2018","2018","tonnes","1198517"
"QC","Crops","79","Germany","5510","Production","526","Apricots","2018","2018","tonnes","229"
"QC","Crops","79","Germany","5510","Production","367","Asparagus","2018","2018","tonnes","133020"
"QC","Crops","79","Germany","5510","Production","44","Barley","2018","2018","tonnes","9583600"
"QC","Crops","79","Germany","5510","Production","176","Beans, dry","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","414","Beans, green","2018","2018","tonnes","38116"
"QC","Crops","79","Germany","5510","Production","558","Berries nes","2018","2018","tonnes","7341"
"QC","Crops","79","Germany","5510","Production","552","Blueberries","2018","2018","tonnes","12764"
"QC","Crops","79","Germany","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","160800"
"QC","Crops","79","Germany","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","604331"
"QC","Crops","79","Germany","5510","Production","426","Carrots and turnips","2018","2018","tonnes","625357"
"QC","Crops","79","Germany","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","126097"
"QC","Crops","79","Germany","5510","Production","531","Cherries","2018","2018","tonnes","44223"
"QC","Crops","79","Germany","5510","Production","530","Cherries, sour","2018","2018","tonnes","15902"
"QC","Crops","79","Germany","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","14658"
"QC","Crops","79","Germany","5510","Production","554","Cranberries","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","267589"
"QC","Crops","79","Germany","5510","Production","550","Currants","2018","2018","tonnes","16091"
"QC","Crops","79","Germany","5510","Production","773","Flax fibre and tow","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","541","Fruit, stone nes","2018","2018","tonnes","8892"
"QC","Crops","79","Germany","5510","Production","549","Gooseberries","2018","2018","tonnes","86433"
"QC","Crops","79","Germany","5510","Production","103","Grain, mixed","2018","2018","tonnes","50200"
"QC","Crops","79","Germany","5510","Production","560","Grapes","2018","2018","tonnes","1403597"
"QC","Crops","79","Germany","5510","Production","225","Hazelnuts, with shell","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","777","Hemp tow waste","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","336","Hempseed","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","677","Hops","2018","2018","tonnes","32527"
"QC","Crops","79","Germany","5510","Production","592","Kiwi fruit","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","76984"
"QC","Crops","79","Germany","5510","Production","201","Lentils","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","350445"
"QC","Crops","79","Germany","5510","Production","333","Linseed","2018","2018","tonnes","6650"
"QC","Crops","79","Germany","5510","Production","210","Lupins","2018","2018","tonnes","22300"
"QC","Crops","79","Germany","5510","Production","56","Maize","2018","2018","tonnes","3344000"
"QC","Crops","79","Germany","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","73231"
"QC","Crops","79","Germany","5510","Production","292","Mustard seed","2018","2018","tonnes","8118"
"QC","Crops","79","Germany","5510","Production","75","Oats","2018","2018","tonnes","577600"
"QC","Crops","79","Germany","5510","Production","257","Oil, palm","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","339","Oilseeds nes","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","403","Onions, dry","2018","2018","tonnes","409504"
"QC","Crops","79","Germany","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","93656"
"QC","Crops","79","Germany","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","562"
"QC","Crops","79","Germany","5510","Production","521","Pears","2018","2018","tonnes","47644"
"QC","Crops","79","Germany","5510","Production","187","Peas, dry","2018","2018","tonnes","197100"
"QC","Crops","79","Germany","5510","Production","417","Peas, green","2018","2018","tonnes","24243"
"QC","Crops","79","Germany","5510","Production","536","Plums and sloes","2018","2018","tonnes","61229"
"QC","Crops","79","Germany","5510","Production","296","Poppy seed","2018","2018","tonnes","2874"
"QC","Crops","79","Germany","5510","Production","116","Potatoes","2018","2018","tonnes","8920800"
"QC","Crops","79","Germany","5510","Production","211","Pulses nes","2018","2018","tonnes","12607"
"QC","Crops","79","Germany","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","122241"
"QC","Crops","79","Germany","5510","Production","270","Rapeseed","2018","2018","tonnes","3670600"
"QC","Crops","79","Germany","5510","Production","547","Raspberries","2018","2018","tonnes","6824"
"QC","Crops","79","Germany","5510","Production","71","Rye","2018","2018","tonnes","2201400"
"QC","Crops","79","Germany","5510","Production","236","Soybeans","2018","2018","tonnes","59000"
"QC","Crops","79","Germany","5510","Production","373","Spinach","2018","2018","tonnes","66197"
"QC","Crops","79","Germany","5510","Production","544","Strawberries","2018","2018","tonnes","141693"
"QC","Crops","79","Germany","5510","Production","157","Sugar beet","2018","2018","tonnes","26191400"
"QC","Crops","79","Germany","5510","Production","267","Sunflower seed","2018","2018","tonnes","31000"
"QC","Crops","79","Germany","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","6064"
"QC","Crops","79","Germany","5510","Production","388","Tomatoes","2018","2018","tonnes","103266"
"QC","Crops","79","Germany","5510","Production","97","Triticale","2018","2018","tonnes","1935500"
"QC","Crops","79","Germany","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","390996"
"QC","Crops","79","Germany","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","3063"
"QC","Crops","79","Germany","5510","Production","205","Vetches","2018","2018","tonnes",""
"QC","Crops","79","Germany","5510","Production","222","Walnuts, with shell","2018","2018","tonnes","18423"
"QC","Crops","79","Germany","5510","Production","15","Wheat","2018","2018","tonnes","20263500"
"QC","Crops","79","Germany","5510","Production","137","Yams","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","515","Apples","2018","2018","tonnes","756100"
"QC","Crops","110","Japan","5510","Production","526","Apricots","2018","2018","tonnes","112400"
"QC","Crops","110","Japan","5510","Production","367","Asparagus","2018","2018","tonnes","26937"
"QC","Crops","110","Japan","5510","Production","486","Bananas","2018","2018","tonnes","51"
"QC","Crops","110","Japan","5510","Production","44","Barley","2018","2018","tonnes","174700"
"QC","Crops","110","Japan","5510","Production","176","Beans, dry","2018","2018","tonnes","51900"
"QC","Crops","110","Japan","5510","Production","414","Beans, green","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","552","Blueberries","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","117"
"QC","Crops","110","Japan","5510","Production","89","Buckwheat","2018","2018","tonnes","29000"
"QC","Crops","110","Japan","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","1379545"
"QC","Crops","110","Japan","5510","Production","426","Carrots and turnips","2018","2018","tonnes","612050"
"QC","Crops","110","Japan","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","164436"
"QC","Crops","110","Japan","5510","Production","531","Cherries","2018","2018","tonnes","18100"
"QC","Crops","110","Japan","5510","Production","220","Chestnut","2018","2018","tonnes","16500"
"QC","Crops","110","Japan","5510","Production","689","Chillies and peppers, dry","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","140300"
"QC","Crops","110","Japan","5510","Production","195","Cow peas, dry","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","550000"
"QC","Crops","110","Japan","5510","Production","550","Currants","2018","2018","tonnes","9"
"QC","Crops","110","Japan","5510","Production","399","Eggplants (aubergines)","2018","2018","tonnes","300400"
"QC","Crops","110","Japan","5510","Production","569","Figs","2018","2018","tonnes","14158"
"QC","Crops","110","Japan","5510","Production","773","Flax fibre and tow","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","512","Fruit, citrus nes","2018","2018","tonnes","69030"
"QC","Crops","110","Japan","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","541","Fruit, stone nes","2018","2018","tonnes","2790"
"QC","Crops","110","Japan","5510","Production","406","Garlic","2018","2018","tonnes","20978"
"QC","Crops","110","Japan","5510","Production","720","Ginger","2018","2018","tonnes","47012"
"QC","Crops","110","Japan","5510","Production","560","Grapes","2018","2018","tonnes","174700"
"QC","Crops","110","Japan","5510","Production","242","Groundnuts, with shell","2018","2018","tonnes","15600"
"QC","Crops","110","Japan","5510","Production","777","Hemp tow waste","2018","2018","tonnes","1"
"QC","Crops","110","Japan","5510","Production","677","Hops","2018","2018","tonnes","683"
"QC","Crops","110","Japan","5510","Production","780","Jute","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","592","Kiwi fruit","2018","2018","tonnes","25462"
"QC","Crops","110","Japan","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","497","Lemons and limes","2018","2018","tonnes","8094"
"QC","Crops","110","Japan","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","578829"
"QC","Crops","110","Japan","5510","Production","333","Linseed","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","56","Maize","2018","2018","tonnes","165"
"QC","Crops","110","Japan","5510","Production","446","Maize, green","2018","2018","tonnes","223884"
"QC","Crops","110","Japan","5510","Production","571","Mangoes, mangosteens, guavas","2018","2018","tonnes","3307"
"QC","Crops","110","Japan","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","143078"
"QC","Crops","110","Japan","5510","Production","79","Millet","2018","2018","tonnes","203"
"QC","Crops","110","Japan","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","65747"
"QC","Crops","110","Japan","5510","Production","75","Oats","2018","2018","tonnes","278"
"QC","Crops","110","Japan","5510","Production","339","Oilseeds nes","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","403","Onions, dry","2018","2018","tonnes","1155000"
"QC","Crops","110","Japan","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","530590"
"QC","Crops","110","Japan","5510","Production","490","Oranges","2018","2018","tonnes","36040"
"QC","Crops","110","Japan","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","113200"
"QC","Crops","110","Japan","5510","Production","521","Pears","2018","2018","tonnes","258700"
"QC","Crops","110","Japan","5510","Production","187","Peas, dry","2018","2018","tonnes","1177"
"QC","Crops","110","Japan","5510","Production","417","Peas, green","2018","2018","tonnes","27642"
"QC","Crops","110","Japan","5510","Production","748","Peppermint","2018","2018","tonnes","31"
"QC","Crops","110","Japan","5510","Production","587","Persimmons","2018","2018","tonnes","208000"
"QC","Crops","110","Japan","5510","Production","574","Pineapples","2018","2018","tonnes","8672"
"QC","Crops","110","Japan","5510","Production","536","Plums and sloes","2018","2018","tonnes","23100"
"QC","Crops","110","Japan","5510","Production","116","Potatoes","2018","2018","tonnes","2261945"
"QC","Crops","110","Japan","5510","Production","211","Pulses nes","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","197163"
"QC","Crops","110","Japan","5510","Production","754","Pyrethrum, dried","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","523","Quinces","2018","2018","tonnes","169"
"QC","Crops","110","Japan","5510","Production","788","Ramie","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","270","Rapeseed","2018","2018","tonnes","3120"
"QC","Crops","110","Japan","5510","Production","27","Rice, paddy","2018","2018","tonnes","9727500"
"QC","Crops","110","Japan","5510","Production","149","Roots and tubers nes","2018","2018","tonnes","55589"
"QC","Crops","110","Japan","5510","Production","71","Rye","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","280","Safflower seed","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","289","Sesame seed","2018","2018","tonnes","11"
"QC","Crops","110","Japan","5510","Production","83","Sorghum","2018","2018","tonnes",""
"QC","Crops","110","Japan","5510","Production","236","Soybeans","2018","2018","tonnes","211300"
"QC","Crops","110","Japan","5510","Production","373","Spinach","2018","2018","tonnes","226382"
"QC","Crops","110","Japan","5510","Production","544","Strawberries","2018","2018","tonnes","163486"
"QC","Crops","110","Japan","5510","Production","423","String beans","2018","2018","tonnes","37538"
"QC","Crops","110","Japan","5510","Production","157","Sugar beet","2018","2018","tonnes","3611000"
"QC","Crops","110","Japan","5510","Production","156","Sugar cane","2018","2018","tonnes","1217298"
"QC","Crops","110","Japan","5510","Production","122","Sweet potatoes","2018","2018","tonnes","796500"
"QC","Crops","110","Japan","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","773700"
"QC","Crops","110","Japan","5510","Production","136","Taro (cocoyam)","2018","2018","tonnes","141803"
"QC","Crops","110","Japan","5510","Production","667","Tea","2018","2018","tonnes","83052"
"QC","Crops","110","Japan","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes","16998"
"QC","Crops","110","Japan","5510","Production","388","Tomatoes","2018","2018","tonnes","724200"
"QC","Crops","110","Japan","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","2720590"
"QC","Crops","110","Japan","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","15024"
"QC","Crops","110","Japan","5510","Production","567","Watermelons","2018","2018","tonnes","317395"
"QC","Crops","110","Japan","5510","Production","15","Wheat","2018","2018","tonnes","764900"
"QC","Crops","110","Japan","5510","Production","137","Yams","2018","2018","tonnes","164201"
"QC","Crops","150","Netherlands","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","340"
"QC","Crops","150","Netherlands","5510","Production","515","Apples","2018","2018","tonnes","269000"
"QC","Crops","150","Netherlands","5510","Production","367","Asparagus","2018","2018","tonnes","19000"
"QC","Crops","150","Netherlands","5510","Production","44","Barley","2018","2018","tonnes","253423"
"QC","Crops","150","Netherlands","5510","Production","176","Beans, dry","2018","2018","tonnes","1829"
"QC","Crops","150","Netherlands","5510","Production","414","Beans, green","2018","2018","tonnes","37600"
"QC","Crops","150","Netherlands","5510","Production","558","Berries nes","2018","2018","tonnes","1410"
"QC","Crops","150","Netherlands","5510","Production","552","Blueberries","2018","2018","tonnes","10257"
"QC","Crops","150","Netherlands","5510","Production","181","Broad beans, horse beans, dry","2018","2018","tonnes","1682"
"QC","Crops","150","Netherlands","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","208700"
"QC","Crops","150","Netherlands","5510","Production","101","Canary seed","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","426","Carrots and turnips","2018","2018","tonnes","545099"
"QC","Crops","150","Netherlands","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","70100"
"QC","Crops","150","Netherlands","5510","Production","531","Cherries","2018","2018","tonnes","328"
"QC","Crops","150","Netherlands","5510","Production","459","Chicory roots","2018","2018","tonnes","52700"
"QC","Crops","150","Netherlands","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","355000"
"QC","Crops","150","Netherlands","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","410000"
"QC","Crops","150","Netherlands","5510","Production","550","Currants","2018","2018","tonnes","1888"
"QC","Crops","150","Netherlands","5510","Production","399","Eggplants (aubergines)","2018","2018","tonnes","55000"
"QC","Crops","150","Netherlands","5510","Production","773","Flax fibre and tow","2018","2018","tonnes","8783"
"QC","Crops","150","Netherlands","5510","Production","406","Garlic","2018","2018","tonnes","0"
"QC","Crops","150","Netherlands","5510","Production","549","Gooseberries","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","103","Grain, mixed","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","560","Grapes","2018","2018","tonnes","420"
"QC","Crops","150","Netherlands","5510","Production","777","Hemp tow waste","2018","2018","tonnes","13851"
"QC","Crops","150","Netherlands","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","82200"
"QC","Crops","150","Netherlands","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","101181"
"QC","Crops","150","Netherlands","5510","Production","333","Linseed","2018","2018","tonnes","1508"
"QC","Crops","150","Netherlands","5510","Production","56","Maize","2018","2018","tonnes","84894"
"QC","Crops","150","Netherlands","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","2161"
"QC","Crops","150","Netherlands","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","300000"
"QC","Crops","150","Netherlands","5510","Production","75","Oats","2018","2018","tonnes","7011"
"QC","Crops","150","Netherlands","5510","Production","403","Onions, dry","2018","2018","tonnes","1264800"
"QC","Crops","150","Netherlands","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","46103"
"QC","Crops","150","Netherlands","5510","Production","534","Peaches and nectarines","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","521","Pears","2018","2018","tonnes","402000"
"QC","Crops","150","Netherlands","5510","Production","187","Peas, dry","2018","2018","tonnes","2563"
"QC","Crops","150","Netherlands","5510","Production","417","Peas, green","2018","2018","tonnes","19000"
"QC","Crops","150","Netherlands","5510","Production","536","Plums and sloes","2018","2018","tonnes","5688"
"QC","Crops","150","Netherlands","5510","Production","296","Poppy seed","2018","2018","tonnes","355"
"QC","Crops","150","Netherlands","5510","Production","116","Potatoes","2018","2018","tonnes","6029734"
"QC","Crops","150","Netherlands","5510","Production","211","Pulses nes","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","22891"
"QC","Crops","150","Netherlands","5510","Production","270","Rapeseed","2018","2018","tonnes","5836"
"QC","Crops","150","Netherlands","5510","Production","547","Raspberries","2018","2018","tonnes","6784"
"QC","Crops","150","Netherlands","5510","Production","71","Rye","2018","2018","tonnes","4457"
"QC","Crops","150","Netherlands","5510","Production","83","Sorghum","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","236","Soybeans","2018","2018","tonnes",""
"QC","Crops","150","Netherlands","5510","Production","373","Spinach","2018","2018","tonnes","66600"
"QC","Crops","150","Netherlands","5510","Production","544","Strawberries","2018","2018","tonnes","64800"
"QC","Crops","150","Netherlands","5510","Production","157","Sugar beet","2018","2018","tonnes","6508142"
"QC","Crops","150","Netherlands","5510","Production","388","Tomatoes","2018","2018","tonnes","910000"
"QC","Crops","150","Netherlands","5510","Production","97","Triticale","2018","2018","tonnes","5450"
"QC","Crops","150","Netherlands","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","307249"
"QC","Crops","150","Netherlands","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","3800"
"QC","Crops","150","Netherlands","5510","Production","15","Wheat","2018","2018","tonnes","985297"
"QC","Crops","156","New Zealand","5510","Production","515","Apples","2018","2018","tonnes","453911"
"QC","Crops","156","New Zealand","5510","Production","526","Apricots","2018","2018","tonnes","2812"
"QC","Crops","156","New Zealand","5510","Production","367","Asparagus","2018","2018","tonnes","2094"
"QC","Crops","156","New Zealand","5510","Production","572","Avocados","2018","2018","tonnes","25525"
"QC","Crops","156","New Zealand","5510","Production","44","Barley","2018","2018","tonnes","379704"
"QC","Crops","156","New Zealand","5510","Production","414","Beans, green","2018","2018","tonnes","4571"
"QC","Crops","156","New Zealand","5510","Production","558","Berries nes","2018","2018","tonnes","2917"
"QC","Crops","156","New Zealand","5510","Production","552","Blueberries","2018","2018","tonnes","3030"
"QC","Crops","156","New Zealand","5510","Production","358","Cabbages and other brassicas","2018","2018","tonnes","54859"
"QC","Crops","156","New Zealand","5510","Production","426","Carrots and turnips","2018","2018","tonnes","77240"
"QC","Crops","156","New Zealand","5510","Production","393","Cauliflowers and broccoli","2018","2018","tonnes","44654"
"QC","Crops","156","New Zealand","5510","Production","108","Cereals nes","2018","2018","tonnes","10770"
"QC","Crops","156","New Zealand","5510","Production","531","Cherries","2018","2018","tonnes","2302"
"QC","Crops","156","New Zealand","5510","Production","401","Chillies and peppers, green","2018","2018","tonnes","3825"
"QC","Crops","156","New Zealand","5510","Production","397","Cucumbers and gherkins","2018","2018","tonnes","547"
"QC","Crops","156","New Zealand","5510","Production","550","Currants","2018","2018","tonnes","9240"
"QC","Crops","156","New Zealand","5510","Production","821","Fibre crops nes","2018","2018","tonnes","4060"
"QC","Crops","156","New Zealand","5510","Production","773","Flax fibre and tow","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","512","Fruit, citrus nes","2018","2018","tonnes","8476"
"QC","Crops","156","New Zealand","5510","Production","619","Fruit, fresh nes","2018","2018","tonnes","21549"
"QC","Crops","156","New Zealand","5510","Production","541","Fruit, stone nes","2018","2018","tonnes","2542"
"QC","Crops","156","New Zealand","5510","Production","603","Fruit, tropical fresh nes","2018","2018","tonnes","2419"
"QC","Crops","156","New Zealand","5510","Production","406","Garlic","2018","2018","tonnes","1995"
"QC","Crops","156","New Zealand","5510","Production","549","Gooseberries","2018","2018","tonnes","8"
"QC","Crops","156","New Zealand","5510","Production","507","Grapefruit (inc. pomelos)","2018","2018","tonnes","736"
"QC","Crops","156","New Zealand","5510","Production","560","Grapes","2018","2018","tonnes","426781"
"QC","Crops","156","New Zealand","5510","Production","677","Hops","2018","2018","tonnes","904"
"QC","Crops","156","New Zealand","5510","Production","592","Kiwi fruit","2018","2018","tonnes","414261"
"QC","Crops","156","New Zealand","5510","Production","407","Leeks, other alliaceous vegetables","2018","2018","tonnes","2575"
"QC","Crops","156","New Zealand","5510","Production","497","Lemons and limes","2018","2018","tonnes","6128"
"QC","Crops","156","New Zealand","5510","Production","201","Lentils","2018","2018","tonnes","2619"
"QC","Crops","156","New Zealand","5510","Production","372","Lettuce and chicory","2018","2018","tonnes","38153"
"QC","Crops","156","New Zealand","5510","Production","333","Linseed","2018","2018","tonnes","2545"
"QC","Crops","156","New Zealand","5510","Production","56","Maize","2018","2018","tonnes","191993"
"QC","Crops","156","New Zealand","5510","Production","446","Maize, green","2018","2018","tonnes","75452"
"QC","Crops","156","New Zealand","5510","Production","568","Melons, other (inc.cantaloupes)","2018","2018","tonnes","3252"
"QC","Crops","156","New Zealand","5510","Production","449","Mushrooms and truffles","2018","2018","tonnes","2906"
"QC","Crops","156","New Zealand","5510","Production","75","Oats","2018","2018","tonnes","24286"
"QC","Crops","156","New Zealand","5510","Production","403","Onions, dry","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","402","Onions, shallots, green","2018","2018","tonnes","246502"
"QC","Crops","156","New Zealand","5510","Production","490","Oranges","2018","2018","tonnes","7242"
"QC","Crops","156","New Zealand","5510","Production","534","Peaches and nectarines","2018","2018","tonnes","4008"
"QC","Crops","156","New Zealand","5510","Production","521","Pears","2018","2018","tonnes","23267"
"QC","Crops","156","New Zealand","5510","Production","187","Peas, dry","2018","2018","tonnes","19380"
"QC","Crops","156","New Zealand","5510","Production","417","Peas, green","2018","2018","tonnes","33381"
"QC","Crops","156","New Zealand","5510","Production","587","Persimmons","2018","2018","tonnes","2384"
"QC","Crops","156","New Zealand","5510","Production","536","Plums and sloes","2018","2018","tonnes","1695"
"QC","Crops","156","New Zealand","5510","Production","116","Potatoes","2018","2018","tonnes","511776"
"QC","Crops","156","New Zealand","5510","Production","211","Pulses nes","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","394","Pumpkins, squash and gourds","2018","2018","tonnes","114392"
"QC","Crops","156","New Zealand","5510","Production","523","Quinces","2018","2018","tonnes","1351"
"QC","Crops","156","New Zealand","5510","Production","270","Rapeseed","2018","2018","tonnes","2795"
"QC","Crops","156","New Zealand","5510","Production","547","Raspberries","2018","2018","tonnes","141"
"QC","Crops","156","New Zealand","5510","Production","27","Rice, paddy","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","236","Soybeans","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","373","Spinach","2018","2018","tonnes","1573"
"QC","Crops","156","New Zealand","5510","Production","544","Strawberries","2018","2018","tonnes","4749"
"QC","Crops","156","New Zealand","5510","Production","122","Sweet potatoes","2018","2018","tonnes","11030"
"QC","Crops","156","New Zealand","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2018","2018","tonnes","7017"
"QC","Crops","156","New Zealand","5510","Production","826","Tobacco, unmanufactured","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","388","Tomatoes","2018","2018","tonnes","74356"
"QC","Crops","156","New Zealand","5510","Production","463","Vegetables, fresh nes","2018","2018","tonnes","163656"
"QC","Crops","156","New Zealand","5510","Production","420","Vegetables, leguminous nes","2018","2018","tonnes","516"
"QC","Crops","156","New Zealand","5510","Production","222","Walnuts, with shell","2018","2018","tonnes",""
"QC","Crops","156","New Zealand","5510","Production","567","Watermelons","2018","2018","tonnes","2517"
"QC","Crops","156","New Zealand","5510","Production","15","Wheat","2018","2018","tonnes","371027"
"QC","Crops","173","Poland","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes",""
"QC","Crops","173","Poland","5510","Production","515","Apples","2018","2018","tonnes","3999523"
"QC","Crops","173","Poland","5510","Production","526","Apricots","2018","2018","tonnes","3601"
"QC","Crops","173","Poland","5510","Production","367","Asparagus","2018","2018","tonnes","2878"
"QC","Crops","173","Poland","5510","Production","44","Barley","2018","2018","tonnes","3048273"
"QC","Crops","173","Poland","5510","Production","176","Beans, dry","2018","2018","tonnes","44611"
"QC","Crops","173","Poland","5510","Production","414","Beans, green","2018","2018","tonnes","3063"
"QC","Crops","173","Poland","5510","Production","558","Berries nes","2018","2018","tonnes","58359"
"QC","Crops","173","Poland","5510","Production","552","Blueberries","2018","2018","tonnes","25301"
